team,conference,ncaa_id,rating,rd,volatility,wins,losses
Tennessee Tech,OVC,505498.0,1114.864603759512,68.20701391635048,0.05991933475509997,11.0,21.0
Southeastern La.,Southland,505480.0,1113.9410474061647,69.0867028983968,0.06002149730988721,19.0,15.0
Eastern Ky.,OVC,505651.0,1112.7417707065333,66.98098827522611,0.059954275481671204,13.0,18.0
Tennessee St.,OVC,505497.0,1110.2702320111362,66.39700597844602,0.05996762830329815,14.0,18.0
Morgan St.,MEAC,505741.0,1110.2616027642762,68.36954898406896,0.059988855602505387,13.0,15.0
Canisius,MAAC,505618.0,1107.4380683690692,65.55446265015235,0.059968654966791955,11.0,21.0
Duquesne,A-10,505647.0,1105.461851305379,72.70661196742266,0.06000030833877059,6.0,24.0
Stetson,A-Sun,505493.0,1105.3721790287084,68.02236199371428,0.05996154824912592,11.0,19.0
Idaho,Big Sky,505683.0,1100.630307554888,67.30392026417077,0.060164453045914515,9.0,22.0
Pepperdine,WCC,505790.0,1099.4317318298104,74.665976837495,0.05991866580001675,7.0,25.0
CSU Bakersfield,WAC,505605.0,1093.363917768829,68.19377461561436,0.059929353635555425,8.0,19.0
LIU,NEC,505706.0,1092.2998597312542,72.42535783074449,0.059968366314372884,16.0,14.0
South Carolina St.,MEAC,505474.0,1091.4718406738523,66.01891838477997,0.059975308870205864,15.0,16.0
Cal Poly,Big West,505604.0,1082.2976311717846,68.70033493352896,0.06004616447469467,7.0,21.0
New Orleans,Southland,505757.0,1078.9850349194478,69.48539889683408,0.060019413583294046,18.0,14.0
Western Mich.,MAC,505537.0,1078.368158688691,70.552248327274,0.060035274609782585,8.0,23.0
Albany (NY),Am. East,505577.0,1075.5530301773438,65.85487878896285,0.060000387315320786,13.0,18.0
Hampton,Big South,505673.0,1074.561256828175,66.02768016381873,0.05996652435922367,9.0,19.0
Central Mich.,MAC,505621.0,1072.6321683095734,71.54216096840396,0.0600077666038271,7.0,23.0
UMass Lowell,Am. East,505711.0,1067.1301646505099,66.13455578086713,0.06011209109375945,15.0,16.0
Florida A&M,MEAC,505657.0,1066.2643555592408,64.74856651743465,0.0598695682991881,13.0,17.0
Army West Point,Patriot,505516.0,1051.9741510052354,64.63353721322073,0.06001207179852922,15.0,16.0
Coppin St.,MEAC,505633.0,1049.86580673006,67.7236084427104,0.05994992589442463,9.0,23.0
UTSA,C-USA,505509.0,1046.0696356499761,78.33033201113632,0.060017581319327044,10.0,22.0
CSUN,Big West,505609.0,1043.9809972931957,70.90449838136955,0.059930673452009905,7.0,23.0
Jackson St.,SWAC,505693.0,1043.176228391598,66.72679803299334,0.060021876854688884,11.0,19.0
Northern Ariz.,Big Sky,505769.0,1042.1431254366403,68.21226733960226,0.059894374025801674,9.0,23.0
Idaho St.,Big Sky,505682.0,1037.2630516689148,69.90881282825904,0.059950698608137246,7.0,23.0
UMES,MEAC,505722.0,1034.0903803285587,68.08951107868165,0.0599696214883029,11.0,16.0
Alabama A&M,SWAC,505573.0,1031.7090301342425,64.05263977027236,0.059845315161455165,12.0,18.0
Merrimack,NEC,505842.0,1030.940281108612,68.29939969936464,0.059973940611265354,14.0,16.0
Loyola Maryland,Patriot,505712.0,1029.9474664408008,64.86739528740577,0.06002671398340178,14.0,16.0
Evansville,MVC,505654.0,1028.1497898398957,74.82407669807024,0.059887981337374545,6.0,24.0
SIUE,OVC,505483.0,1027.756087509784,68.09363105676827,0.060044658923288544,11.0,21.0
Southern Miss.,C-USA,505485.0,1027.1036089267159,76.560320906263,0.059954238765838996,7.0,26.0
Lehigh,Patriot,505704.0,1023.6266699968098,66.0075877988549,0.060102307862222024,13.0,19.0
Grambling,SWAC,505672.0,1013.9965379900735,66.06296192278,0.060129115640176575,12.0,20.0
Chicago St.,WAC,505622.0,1008.1546734033452,77.4727590266359,0.06001248390259141,7.0,25.0
Hartford,Am. East,505674.0,1007.9091451529096,66.58551027277571,0.060060132213928245,12.0,20.0
William & Mary,CAA,505539.0,1006.6503045974441,76.0773798429563,0.06006873768887134,5.0,27.0
Binghamton,Am. East,505592.0,997.0896164868509,67.82231428727334,0.059997164246032283,12.0,17.0
Mount St. Mary's,NEC,505742.0,994.739825274161,67.85416865115097,0.059973893000368914,14.0,16.0
UTRGV,WAC,505787.0,992.0166027574246,77.93243305990325,0.05995686511643982,8.0,23.0
Prairie View,SWAC,505794.0,978.1897294300074,68.68936588744917,0.06007250411648197,8.0,19.0
Milwaukee,Horizon,505543.0,970.6364167739416,71.05513658070802,0.05997501223149559,10.0,22.0
Lafayette,Patriot,505702.0,969.2977173355999,66.34131088589261,0.0600345152452383,10.0,20.0
North Ala.,A-Sun,505570.0,961.3351479328269,71.72034979211914,0.05989047839517573,9.0,21.0
Alabama St.,SWAC,505574.0,957.4423893011973,67.09901545201593,0.060144407485866115,10.0,21.0
UT Martin,OVC,505501.0,956.0380096055146,70.86908847744184,0.060100607210839097,8.0,22.0
Bethune-Cookman,MEAC,505591.0,955.2080317156488,65.96569242210371,0.06008146542016797,9.0,21.0
NJIT,Am. East,505754.0,950.8971671766726,66.20188692204388,0.06003788154507611,11.0,18.0
Bucknell,Patriot,505601.0,944.7010189773846,67.3895321335454,0.06010182434300352,9.0,23.0
Omaha,Summit,505750.0,937.2206677339876,75.88045772494398,0.060041078538140696,5.0,25.0
American,Patriot,505579.0,925.3746084022076,67.25519239170343,0.059899630364773096,10.0,22.0
Charleston So.,Big South,505589.0,919.4761407477532,75.18590447730918,0.05998509411511598,6.0,25.0
Holy Cross,Patriot,505678.0,917.2813245511193,67.49990061039672,0.060083941720853705,9.0,22.0
Houston Baptist,Southland,505679.0,910.747261958985,67.25765620981856,0.059953463555644675,11.0,18.0
North Dakota,Summit,505765.0,890.4537462589421,75.77380818190704,0.060035372774622994,6.0,25.0
McNeese,Southland,505724.0,887.8101886324246,68.30018170578899,0.05987930908659741,11.0,22.0
Robert Morris,NEC,505804.0,879.4487896286068,75.93174459251621,0.060090115477960816,8.0,24.0
Northwestern St.,Southland,505774.0,866.6188274314774,69.7735548100666,0.059962206519606875,9.0,23.0
Eastern Ill.,OVC,505650.0,832.5376679760354,75.7398647220159,0.059935519162591565,5.0,26.0
Sacred Heart,NEC,505806.0,827.5934799845916,68.29495404828934,0.06001612501689079,10.0,20.0
Ark.-Pine Bluff,SWAC,505557.0,819.4542008386946,71.75222171146464,0.05988201104712281,7.0,24.0
St. Francis Brooklyn,NEC,505808.0,813.2266988863126,69.72887600142994,0.05986064642815317,10.0,20.0
Saint Francis (PA),NEC,505809.0,805.4373840061563,68.52522719008127,0.06006051191952679,9.0,21.0
Columbia,Ivy,505631.0,793.6762497208691,78.26502392691877,0.05996138906241284,4.0,22.0
Central Conn. St.,NEC,505619.0,785.0192847291793,71.507642008762,0.06003176586816202,8.0,24.0
Maine,Am. East,505715.0,783.2106533469222,75.26689042945432,0.060024649933946496,6.0,23.0
Green Bay,Horizon,505541.0,778.0450777754852,79.1553635507176,0.05992732931779595,5.0,25.0
UIW,Southland,505561.0,772.5010932351146,72.61293204474337,0.060124166841274,7.0,25.0
Fairleigh Dickinson,NEC,505656.0,705.5878150852462,74.88100116479403,0.060061405053520575,4.0,22.0
Mississippi Val.,SWAC,505734.0,571.6873472232719,87.2080941496107,0.06003435471192645,2.0,26.0
IUPUI,Horizon,505558.0,557.1167865060796,90.33177511605548,0.05997926213828367,3.0,26.0
Lamar University,Southland,505703.0,466.11093854565866,115.5976348230892,0.05997381132581806,2.0,27.0
Delaware St.,MEAC,505640.0,440.85674942362925,109.6905453388728,0.05996208552915637,2.0,26.0
